record_id,item,framing_arm,proof_variant,segment,n_shown,n_best,n_worst,bw_score
61.0,14,1,0,3,4,2,1,1
61.0,7,1,0,3,4,0,0,0
61.0,8,1,0,3,4,0,3,-3
61.0,4,1,1,3,2,0,0,0
61.0,15,1,1,3,4,4,0,4
61.0,9,1,0,3,4,1,1,0
61.0,5,1,2,3,2,1,0,1
61.0,16,1,3,3,4,0,2,-2
61.0,10,1,1,3,4,2,0,2
61.0,17,1,0,3,3,2,0,2
61.0,11,1,2,3,3,0,1,-1
61.0,1,1,1,3,3,0,1,-1
61.0,12,1,2,3,3,0,0,0
61.0,2,1,1,3,3,2,0,2
61.0,13,1,3,3,3,0,3,-3
64.0,13,2,2,12,3,1,0,1
64.0,4,2,3,12,4,1,0,1
64.0,10,2,2,12,3,2,0,2
64.0,14,2,0,12,4,0,4,-4
64.0,11,2,1,12,2,2,0,2
64.0,15,2,2,12,4,1,0,1
64.0,5,2,1,12,4,0,1,-1
64.0,16,2,1,12,4,0,2,-2
64.0,6,2,3,12,4,2,0,2
64.0,12,2,2,12,2,0,1,-1
64.0,17,2,0,12,4,0,3,-3
64.0,7,2,0,12,3,0,1,-1
64.0,8,2,0,12,3,0,0,0
64.0,1,2,2,12,3,3,0,3
64.0,2,2,3,12,3,1,0,1
64.0,9,2,0,12,3,1,1,0
64.0,3,2,3,12,3,0,1,-1
65.0,2,1,1,2,4,0,2,-2
65.0,15,1,1,2,3,2,0,2
65.0,9,1,0,2,4,0,1,-1
65.0,1,1,1,2,3,0,2,-2
65.0,16,1,3,2,2,1,0,1
65.0,10,1,1,2,4,0,1,-1
65.0,3,1,3,2,4,1,1,0
65.0,4,1,1,2,4,1,1,0
65.0,17,1,0,2,2,2,0,2
65.0,11,1,1,2,4,0,1,-1
65.0,5,1,2,2,4,0,0,0
65.0,12,1,1,2,3,2,0,2
65.0,6,1,3,2,3,0,1,-1
65.0,13,1,1,2,3,1,0,1
65.0,7,1,0,2,3,2,1,1
65.0,14,1,0,2,3,0,2,-2
65.0,8,1,0,2,3,2,1,1
66.0,5,1,1,10,3,0,0,0
66.0,16,1,2,10,4,0,1,-1
66.0,8,1,0,10,3,1,1,0
66.0,9,1,0,10,4,0,1,-1
66.0,10,1,2,10,4,3,0,3
66.0,17,1,0,10,4,1,1,0
66.0,6,1,2,10,2,2,0,2
66.0,11,1,2,10,4,0,2,-2
